t,accel_x,pitch_pos,x1_hat,x2_hat
0.0007829666137695312,0.20548248291015625,0.2,-3.6417633799068426e-06,0.00021578993483933664
0.002183198928833008,0.16717529296875,0.2000002101124412,-8.691639204411283e-06,0.0005413241656062263
0.004372119903564453,0.05225372314453125,0.2000008097342691,-9.400874600195235e-06,0.0006582647632478445
0.006809234619140625,0.22463607788085938,0.20000160324159444,-1.688270658322625e-05,0.0012002707659514685
0.009557008743286133,-0.02436065673828125,0.2000031719832891,-1.2562987623792551e-05,0.001139276958244309
0.012404680252075195,0.0043697357177734375,0.2000048396357019,-9.32688993213427e-06,0.0011531183685127226
0.015583276748657227,0.2916736602783203,0.20000665429896997,-2.103720563073061e-05,0.0020689680009590063
0.018962621688842773,0.10013771057128906,0.20001011396055407,-1.951869207603245e-05,0.002404530837322965
0.022551774978637695,0.10971450805664062,0.20001437718425957,-1.7249342144350168e-05,0.002791566684888827
0.026278972625732422,-0.005207061767578125,0.2000196074307544,-6.095320736245604e-06,0.002767105497581528
0.030238628387451172,0.1384449005126953,0.20002501792406707,-4.018173552182711e-06,0.0032953448065977126
0.03440666198730469,0.06183052062988281,0.20003172506641104,5.623553255594697e-06,0.003529272506392527
0.038806915283203125,0.023523330688476562,0.20003931251705545,1.962365370173952e-05,0.0036036152679920974
0.04342460632324219,0.2725200653076172,0.20004764523313556,1.5637288610962318e-05,0.00482195870883388
0.048252105712890625,0.1959056854248047,0.20005933997936434,2.3832933156449368e-05,0.005723204837619426
0.05330204963684082,0.20548248291015625,0.20007363811930992,3.6129139472039264e-05,0.006685876885286068
0.05866050720214844,0.17675209045410156,0.20009096488450132,5.6556845794054286e-05,0.007517903239981545
0.06416058540344238,0.06183052062988281,0.20011155828312127,9.347313053032998e-05,0.007743622207873637
0.06986522674560547,0.07140731811523438,0.2001337326955132,0.00013247866004436232,0.007997636251796267
0.07579803466796875,0.20548248291015625,0.20015730491150172,0.0001608602758020985,0.00900802368570128
0.08203125,0.1384449005126953,0.2001845719676767,0.00020317572957614217,0.00960315493915385
0.08839273452758789,0.2916736602783203,0.20021514049542163,0.00023516089841190755,0.011152867673229327
