t,accel_x,pitch_pos
0.0009205341339111328,-8.944737434387207,0.2
0.003168821334838867,-8.935160636901855,0.2
0.00533294677734375,-8.992621421813965,0.2
0.007483243942260742,-8.983044624328613,0.2
0.00968313217163086,-8.868123054504395,0.2
0.01192474365234375,-8.954314231872559,0.2
0.014093637466430664,-8.848969459533691,0.2
0.016316890716552734,-8.954314231872559,0.2
0.018506288528442383,-8.772355079650879,0.2
0.020687103271484375,-8.9064302444458,0.2
0.022897005081176758,-8.887276649475098,0.2
0.025096654891967773,-9.040505409240723,0.2
0.027347803115844727,-8.647856712341309,0.2
0.02961874008178711,-9.117119789123535,0.2
0.031858205795288086,-8.628703117370605,0.2
0.034088850021362305,-9.117119789123535,0.2
0.0363466739654541,-8.791508674621582,0.2
0.03854680061340332,-8.868123054504395,0.2
0.04070472717285156,-8.743624687194824,0.2
0.04282832145690918,-9.040505409240723,0.2
0.045014142990112305,-8.868123054504395,0.2
0.04717850685119629,-8.753201484680176,0.2
0.04930996894836426,-8.935160636901855,0.2
0.051494598388671875,-8.868123054504395,0.2
0.05368638038635254,-8.829815864562988,0.2
0.05591583251953125,-8.973467826843262,0.2
0.05811142921447754,-8.791508674621582,0.2
0.0603489875793457,-8.734047889709473,0.2
0.06255221366882324,-8.954314231872559,0.2
0.06471705436706543,-8.762778282165527,0.2
0.06687259674072266,-8.877699851989746,0.2
0.06901240348815918,-8.83939266204834,0.2
0.07114124298095703,-8.753201484680176,0.2
0.07337450981140137,-9.069235801696777,0.2
0.07560300827026367,-8.705317497253418,0.2
0.07782673835754395,-8.954314231872559,0.2
0.08006787300109863,-8.71489429473877,0.2
0.08246970176696777,-8.96389102935791,0.2
0.08471822738647461,-8.753201484680176,0.2
0.08689236640930176,-9.050082206726074,0.2
0.08906984329223633,-8.71489429473877,0.2
0.09122061729431152,-8.858546257019043,0.2
0.09336495399475098,-8.935160636901855,0.2
0.0955054759979248,-8.96389102935791,0.2
0.09773492813110352,-8.78193187713623,0.2
0.10019159317016602,-8.848969459533691,0.2
0.10243439674377441,-8.96389102935791,0.2
0.10464763641357422,-8.686163902282715,0.2
0.1068572998046875,-8.858546257019043,0.2
0.10905838012695312,-8.887276649475098,0.2
0.11119651794433594,-8.829815864562988,0.2
0.11334896087646484,-8.916007041931152,0.2
0.1154932975769043,-8.868123054504395,0.2
0.11765456199645996,-8.810662269592285,0.2
0.11990475654602051,-8.877699851989746,0.2
0.12216401100158691,-8.89685344696045,0.2
0.12445378303527832,-8.829815864562988,0.2
0.12684154510498047,-8.935160636901855,0.2
0.12912416458129883,-8.78193187713623,0.2
0.13137006759643555,-8.944737434387207,0.2
0.13355422019958496,-8.829815864562988,0.2
0.13568472862243652,-9.02135181427002,0.2
0.13781070709228516,-8.743624687194824,0.2
0.13996219635009766,-8.829815864562988,0.2
0.1420884132385254,-8.829815864562988,0.2
0.14429378509521484,-8.925583839416504,0.2
0.14647603034973145,-8.887276649475098,0.2
0.14865422248840332,-8.89685344696045,0.2
0.1508347988128662,-8.877699851989746,0.2
0.1530165672302246,-8.848969459533691,0.2
0.1551990509033203,-8.89685344696045,0.2
0.15732502937316895,-8.829815864562988,0.2
0.15944290161132812,-8.916007041931152,0.2
0.16158437728881836,-8.89685344696045,0.2
0.16373252868652344,-8.916007041931152,0.2
0.16594862937927246,-8.96389102935791,0.2
0.1681520938873291,-8.676587104797363,0.2
0.17036700248718262,-9.126696586608887,0.2
0.17257976531982422,-8.724471092224121,0.2
0.17479252815246582,-8.944737434387207,0.2
0.17698168754577637,-8.935160636901855,0.2
0.17916369438171387,-8.887276649475098,0.2
0.18128657341003418,-8.801085472106934,0.2
0.18340492248535156,-9.097966194152832,0.2
0.1855461597442627,-8.59997272491455,0.2
0.18767547607421875,-9.040505409240723,0.2
0.18990230560302734,-8.887276649475098,0.2
0.19211864471435547,-8.734047889709473,0.2
0.1943373680114746,-9.117119789123535,0.2
0.19652891159057617,-8.686163902282715,0.2
0.1987135410308838,-8.65743350982666,0.2
0.20089507102966309,-9.02135181427002,0.2
0.2030336856842041,-8.858546257019043,0.2
0.205153226852417,-8.686163902282715,0.2
0.20727157592773438,-9.02135181427002,0.2
0.20939087867736816,-8.877699851989746,0.2
0.21151494979858398,-8.791508674621582,0.2
0.21368980407714844,-9.050082206726074,0.2
0.2158665657043457,-8.65743350982666,0.2
0.21803975105285645,-9.011775016784668,0.2
0.2202155590057373,-8.628703117370605,0.2
0.22239089012145996,-9.02135181427002,0.2
0.2245645523071289,-8.820239067077637,0.2
0.2266829013824463,-8.71489429473877,0.2
0.22879719734191895,-8.609549522399902,0.2
0.230912446975708,-9.011775016784668,0.2
0.23302817344665527,-8.78193187713623,0.2
0.23514294624328613,-8.96389102935791,0.2
0.23731374740600586,-8.791508674621582,0.2
0.23949050903320312,-8.858546257019043,0.2
0.24166584014892578,-8.791508674621582,0.2
0.24384140968322754,-8.973467826843262,0.2
0.24602675437927246,-8.734047889709473,0.2
0.24821257591247559,-8.954314231872559,0.2
0.2503347396850586,-8.772355079650879,0.2
0.252453088760376,-8.868123054504395,0.2
0.25456905364990234,-8.753201484680176,0.2
0.2566866874694824,-9.011775016784668,0.2
0.25885438919067383,-8.810662269592285,0.2
0.2611095905303955,-8.877699851989746,0.2
0.2633016109466553,-8.868123054504395,0.2
0.2654848098754883,-8.820239067077637,0.2
0.26766133308410645,-8.887276649475098,0.2
0.26984167098999023,-9.040505409240723,0.2
0.27202439308166504,-8.848969459533691,0.2
