t,accel_x,accel_y,accel_z,pitch_pos
0.0007693767547607422,-7.987056732177734,-3.19865345954895,2.4612393379211426,0.2
0.002982616424560547,-8.006210327148438,-3.160346269607544,2.585737943649292,0.2
0.005120992660522461,-7.920019149780273,-3.1316158771514893,2.738966703414917,0.2
0.00725102424621582,-7.977479934692383,-3.1890766620635986,2.604891538619995,0.2
0.009416818618774414,-7.977479934692383,-3.1699230670928955,2.7293899059295654,0.2
0.011565208435058594,-7.929595947265625,-3.1507694721221924,2.470816135406494,0.2
0.013707876205444336,-8.08282470703125,-3.265691041946411,2.5761611461639404,0.2
0.015850305557250977,-7.987056732177734,-3.112462282180786,2.7676970958709717,0.2
0.018069028854370117,-7.862558364868164,-3.2178070545196533,2.5474305152893066,0.2
0.020247936248779297,-7.996633529663086,-3.1220390796661377,2.6815059185028076,0.2
0.02241802215576172,-7.996633529663086,-3.227383852005005,2.31758713722229,0.2
0.024587631225585938,-7.824251174926758,-3.112462282180786,2.7006595134735107,0.2
0.026828289031982422,-8.006210327148438,-3.2178070545196533,2.652775526046753,0.2
0.029047012329101562,-7.987056732177734,-3.2369606494903564,2.7964274883270264,0.2
0.03125286102294922,-7.929595947265625,-3.1699230670928955,2.38462495803833,0.2
0.033444881439208984,-7.833827972412109,-3.1507694721221924,2.7102363109588623,0.2
0.035631656646728516,-7.987056732177734,-3.227383852005005,2.5091233253479004,0.2
0.037811279296875,-7.95832633972168,-3.1890766620635986,2.5761611461639404,0.2
0.039991140365600586,-7.977479934692383,-3.1507694721221924,2.7102363109588623,0.2
0.042174577713012695,-7.939172744750977,-3.265691041946411,2.470816135406494,0.2
0.04431653022766113,-7.824251174926758,-3.1699230670928955,2.4420857429504395,0.2
0.04644155502319336,-8.006210327148438,-3.19865345954895,2.7485435009002686,0.2
0.04865217208862305,-7.967903137207031,-3.160346269607544,2.719813108444214,0.2
0.050809383392333984,-8.006210327148438,-3.2561142444610596,2.4133553504943848,0.2
0.05295920372009277,-7.824251174926758,-3.1316158771514893,2.604891538619995,0.2
0.05518794059753418,-7.814674377441406,-3.1699230670928955,2.499546527862549,0.2
0.05744194984436035,-8.034940719604492,-3.2178070545196533,2.518700122833252,0.2
0.059688568115234375,-7.920019149780273,-3.1507694721221924,2.7772738933563232,0.2
0.06192827224731445,-7.996633529663086,-3.2082302570343018,2.6623523235321045,0.2
0.06413149833679199,-7.862558364868164,-3.1890766620635986,2.38462495803833,0.2
0.06633114814758301,-8.044517517089844,-3.19865345954895,2.585737943649292,0.2
0.06849980354309082,-7.967903137207031,-3.19865345954895,2.5953147411346436,0.2
0.07063078880310059,-7.862558364868164,-3.265691041946411,2.63362193107605,0.2
0.07279849052429199,-7.939172744750977,-3.179499864578247,2.5953147411346436,0.2
0.07493734359741211,-7.929595947265625,-3.1507694721221924,2.537853717803955,0.2
0.07713532447814941,-7.95832633972168,-3.19865345954895,2.5474305152893066,0.2
0.07935786247253418,-7.987056732177734,-3.227383852005005,2.738966703414917,0.2
0.08158326148986816,-7.929595947265625,-3.19865345954895,2.6431987285614014,0.2
0.08377623558044434,-7.90086555480957,-3.2082302570343018,2.6144683361053467,0.2
0.08596682548522949,-8.073247909545898,-3.179499864578247,2.652775526046753,0.2
0.08817410469055176,-7.90086555480957,-3.19865345954895,2.5665841102600098,0.2
0.09036755561828613,-7.881711959838867,-3.2369606494903564,2.63362193107605,0.2
0.09250736236572266,-7.967903137207031,-3.2752678394317627,2.7485435009002686,0.2
0.09465646743774414,-7.891288757324219,-3.179499864578247,2.6431987285614014,0.2
0.09682011604309082,-8.015787124633789,-3.294421434402466,2.6240451335906982,0.2
0.09895038604736328,-7.910442352294922,-3.1220390796661377,2.4803929328918457,0.2
0.10112738609313965,-7.90086555480957,-3.246537446975708,2.719813108444214,0.2
0.1033163070678711,-7.977479934692383,-3.1890766620635986,2.691082715988159,0.2
0.10550212860107422,-7.987056732177734,-3.2561142444610596,2.5474305152893066,0.2
0.10768699645996094,-7.881711959838867,-3.1890766620635986,2.671929121017456,0.2
0.10987019538879395,-8.054094314575195,-3.19865345954895,2.6144683361053467,0.2
0.1120603084564209,-7.862558364868164,-3.227383852005005,2.432508945465088,0.2
0.11423015594482422,-7.95832633972168,-3.2369606494903564,2.7964274883270264,0.2
0.1163785457611084,-8.044517517089844,-3.1699230670928955,2.671929121017456,0.2
0.11853694915771484,-7.881711959838867,-3.2848446369171143,2.4803929328918457,0.2
0.12068676948547363,-7.977479934692383,-3.1507694721221924,2.585737943649292,0.2
0.1228795051574707,-7.948749542236328,-3.2848446369171143,2.5761611461639404,0.2
0.12506103515625,-7.862558364868164,-3.160346269607544,2.652775526046753,0.2
0.12726783752441406,-8.015787124633789,-3.246537446975708,2.585737943649292,0.2
0.1294548511505127,-7.910442352294922,-3.160346269607544,2.719813108444214,0.2
0.13165903091430664,-7.987056732177734,-3.246537446975708,2.4612393379211426,0.2
0.13387322425842285,-8.015787124633789,-3.2369606494903564,2.557007312774658,0.2
0.13609719276428223,-7.967903137207031,-3.1890766620635986,2.786850690841675,0.2
0.13826274871826172,-7.987056732177734,-3.2752678394317627,2.518700122833252,0.2
0.14039278030395508,-7.910442352294922,-3.2369606494903564,2.652775526046753,0.2
0.14255356788635254,-7.977479934692383,-3.2082302570343018,2.5282769203186035,0.2
0.14468836784362793,-7.872135162353516,-3.19865345954895,2.5282769203186035,0.2
0.14689278602600098,-8.015787124633789,-3.19865345954895,2.6431987285614014,0.2
0.14908099174499512,-7.948749542236328,-3.2369606494903564,2.7772738933563232,0.2
0.15129351615905762,-7.939172744750977,-3.179499864578247,2.63362193107605,0.2
0.1534891128540039,-7.929595947265625,-3.2082302570343018,2.537853717803955,0.2
0.1557016372680664,-7.939172744750977,-3.227383852005005,2.738966703414917,0.2
0.1579151153564453,-7.939172744750977,-3.160346269607544,2.7485435009002686,0.2
0.16010355949401855,-7.977479934692383,-3.313575267791748,2.537853717803955,0.2
0.16224169731140137,-7.795520782470703,-3.112462282180786,2.604891538619995,0.2
0.16436457633972168,-7.95832633972168,-3.2752678394317627,2.518700122833252,0.2
0.1665208339691162,-7.881711959838867,-3.179499864578247,2.6623523235321045,0.2
0.16864919662475586,-8.006210327148438,-3.2848446369171143,2.5761611461639404,0.2
0.17082738876342773,-7.929595947265625,-3.2369606494903564,2.451662540435791,0.2
0.1730043888092041,-7.929595947265625,-3.2369606494903564,2.451662540435791,0.2
0.1751847267150879,-7.90086555480957,-3.160346269607544,2.5282769203186035,0.2
0.17740917205810547,-7.891288757324219,-3.1890766620635986,2.738966703414917,0.2
0.17964458465576172,-8.02536392211914,-3.246537446975708,2.5091233253479004,0.2
0.18183255195617676,-7.872135162353516,-3.19865345954895,2.6144683361053467,0.2
0.1839895248413086,-7.872135162353516,-3.1699230670928955,2.7006595134735107,0.2
0.18612074851989746,-8.006210327148438,-3.246537446975708,2.4899697303771973,0.2
0.18829917907714844,-7.90086555480957,-3.2082302570343018,2.6623523235321045,0.2
0.19043707847595215,-7.929595947265625,-3.1890766620635986,2.691082715988159,0.2
0.19262027740478516,-7.987056732177734,-3.227383852005005,2.4899697303771973,0.2
0.19481134414672852,-7.95832633972168,-3.1699230670928955,2.518700122833252,0.2
0.19699835777282715,-7.881711959838867,-3.19865345954895,2.6144683361053467,0.2
0.19918489456176758,-7.967903137207031,-3.2178070545196533,2.6240451335906982,0.2
0.20136070251464844,-7.90086555480957,-3.227383852005005,2.5953147411346436,0.2
0.20355772972106934,-7.977479934692383,-3.1890766620635986,2.537853717803955,0.2
0.20574522018432617,-7.910442352294922,-3.19865345954895,2.499546527862549,0.2
0.20790719985961914,-7.996633529663086,-3.19865345954895,2.738966703414917,0.2
0.21004676818847656,-7.910442352294922,-3.2082302570343018,2.5474305152893066,0.2
0.21221017837524414,-7.967903137207031,-3.1699230670928955,2.5474305152893066,0.2
0.21435856819152832,-7.929595947265625,-3.160346269607544,2.6623523235321045,0.2
0.21657967567443848,-7.920019149780273,-3.2369606494903564,2.5761611461639404,0.2
0.2188549041748047,-7.967903137207031,-3.2082302570343018,2.75812029838562,0.2
0.2211143970489502,-8.006210327148438,-3.2082302570343018,2.4899697303771973,0.2
0.22335338592529297,-7.910442352294922,-3.1890766620635986,2.5665841102600098,0.2
0.22562146186828613,-7.90086555480957,-3.1507694721221924,2.671929121017456,0.2
0.2278585433959961,-7.948749542236328,-3.1699230670928955,2.6623523235321045,0.2
0.23006558418273926,-7.90086555480957,-3.1507694721221924,2.719813108444214,0.2
0.23221302032470703,-7.977479934692383,-3.19865345954895,2.4420857429504395,0.2
0.23436975479125977,-7.881711959838867,-3.1890766620635986,2.7293899059295654,0.2
0.23651123046875,-7.90086555480957,-3.2178070545196533,2.652775526046753,0.2
0.2387075424194336,-8.063671112060547,-3.141192674636841,2.604891538619995,0.2
0.2408909797668457,-7.881711959838867,-3.2082302570343018,2.5282769203186035,0.2
0.24307870864868164,-7.891288757324219,-3.227383852005005,2.6431987285614014,0.2
0.24526643753051758,-7.987056732177734,-3.2082302570343018,2.557007312774658,0.2
0.24745988845825195,-7.862558364868164,-3.1890766620635986,2.6431987285614014,0.2
0.2496492862701416,-7.948749542236328,-3.179499864578247,2.6623523235321045,0.2
0.25185608863830566,-7.929595947265625,-3.1507694721221924,2.470816135406494,0.2
0.2540271282196045,-7.8529815673828125,-3.227383852005005,2.518700122833252,0.2
0.25615382194519043,-8.015787124633789,-3.160346269607544,2.786850690841675,0.2
0.2583003044128418,-7.987056732177734,-3.1220390796661377,2.6431987285614014,0.2
0.26042819023132324,-7.872135162353516,-3.1699230670928955,2.6431987285614014,0.2
0.26262927055358887,-7.948749542236328,-3.1890766620635986,2.4899697303771973,0.2
0.264815092086792,-7.881711959838867,-3.1890766620635986,2.691082715988159,0.2
0.2669961452484131,-7.910442352294922,-3.227383852005005,2.403778553009033,0.2
0.269176721572876,-7.843404769897461,-3.1890766620635986,2.652775526046753,0.2
0.2713601589202881,-7.920019149780273,-3.160346269607544,2.719813108444214,0.2
0.2735421657562256,-7.95832633972168,-3.1890766620635986,2.346317768096924,0.2
0.27580785751342773,-7.95832633972168,-3.1699230670928955,2.499546527862549,0.2
0.27794551849365234,-7.862558364868164,-3.19865345954895,2.6815059185028076,0.2
0.28006839752197266,-7.929595947265625,-3.19865345954895,2.82515811920166,0.2
0.2822227478027344,-7.987056732177734,-3.19865345954895,2.518700122833252,0.2
0.2843496799468994,-7.929595947265625,-3.0837318897247314,2.4899697303771973,0.2
0.2865266799926758,-7.872135162353516,-3.160346269607544,2.8443117141723633,0.2
0.28870582580566406,-7.996633529663086,-3.246537446975708,2.4803929328918457,0.2
0.29088306427001953,-7.90086555480957,-3.07415509223938,2.8155810832977295,0.2
0.293062686920166,-7.929595947265625,-3.2082302570343018,2.3367409706115723,0.2
0.2952768802642822,-7.814674377441406,-3.1507694721221924,2.7772738933563232,0.2
0.2974584102630615,-7.920019149780273,-3.227383852005005,2.4420857429504395,0.2
0.2996354103088379,-7.929595947265625,-3.112462282180786,2.7293899059295654,0.2
0.30176448822021484,-8.015787124633789,-3.1890766620635986,2.432508945465088,0.2
0.30393457412719727,-7.766790390014648,-3.19865345954895,2.9305028915405273,0.2
0.30609703063964844,-7.967903137207031,-3.19865345954895,2.403778553009033,0.2
0.30826711654663086,-7.920019149780273,-3.2178070545196533,2.3750481605529785,0.2
0.3105010986328125,-7.90086555480957,-3.1890766620635986,2.892195701599121,0.2
0.3127312660217285,-7.996633529663086,-3.1890766620635986,2.6623523235321045,0.2
0.3149266242980957,-7.862558364868164,-3.1507694721221924,2.5282769203186035,0.2
0.3171207904815674,-7.948749542236328,-3.19865345954895,2.4612393379211426,0.2
0.31931138038635254,-7.910442352294922,-3.1507694721221924,2.691082715988159,0.2
0.3215017318725586,-7.977479934692383,-3.1890766620635986,2.518700122833252,0.2
