t,accel_x,pitch_pos
0.0002751350402832031,-9.030928611755371,0.2
0.002460956573486328,-8.78193187713623,0.2
0.004624366760253906,-8.89685344696045,0.2
0.0067789554595947266,-8.820239067077637,0.2
0.008923053741455078,-9.08838939666748,0.2
0.011066913604736328,-8.734047889709473,0.2
0.013206005096435547,-8.96389102935791,0.2
0.015385866165161133,-8.791508674621582,0.2
0.017554759979248047,-8.810662269592285,0.2
0.01972675323486328,-9.040505409240723,0.2
0.02185368537902832,-8.724471092224121,0.2
0.02396869659423828,-8.877699851989746,0.2
0.026085853576660156,-8.925583839416504,0.2
0.02826547622680664,-8.935160636901855,0.2
0.03042912483215332,-8.973467826843262,0.2
0.032598257064819336,-8.513781547546387,0.2
0.03476119041442871,-8.743624687194824,0.2
0.0369415283203125,-8.83939266204834,0.2
0.03907632827758789,-9.097966194152832,0.2
0.04119443893432617,-8.676587104797363,0.2
0.04334688186645508,-8.935160636901855,0.2
0.04546999931335449,-8.791508674621582,0.2
0.04767155647277832,-8.916007041931152,0.2
0.04985475540161133,-8.89685344696045,0.2
0.052031517028808594,-8.724471092224121,0.2
0.05420804023742676,-9.155426979064941,0.2
0.05637955665588379,-8.916007041931152,0.2
0.05857110023498535,-8.877699851989746,0.2
0.060753822326660156,-8.772355079650879,0.2
0.0628805160522461,-9.011775016784668,0.2
0.06505179405212402,-9.011775016784668,0.2
0.06718969345092773,-8.753201484680176,0.2
0.06931567192077637,-8.743624687194824,0.2
0.07152223587036133,-8.89685344696045,0.2
0.07370734214782715,-8.89685344696045,0.2
0.07588624954223633,-8.743624687194824,0.2
0.07806944847106934,-8.848969459533691,0.2
0.08024764060974121,-8.916007041931152,0.2
0.08242654800415039,-8.925583839416504,0.2
0.08456182479858398,-8.762778282165527,0.2
0.08668899536132812,-8.954314231872559,0.2
0.0888221263885498,-8.734047889709473,0.2
0.09094357490539551,-8.810662269592285,0.2
0.09314799308776855,-8.868123054504395,0.2
0.09534835815429688,-8.848969459533691,0.2
0.09757232666015625,-8.935160636901855,0.2
0.09977293014526367,-8.829815864562988,0.2
0.10196542739868164,-8.820239067077637,0.2
