t,accel_x,pitch_pos
0.0003304481506347656,-8.762778282165527,0.2
0.0025451183319091797,-8.772355079650879,0.2
0.004712820053100586,-8.83939266204834,0.2
0.006906032562255859,-8.734047889709473,0.2
0.009061813354492188,-8.89685344696045,0.2
0.011214256286621094,-8.561665534973145,0.2
0.013419151306152344,-8.983044624328613,0.2
0.015581846237182617,-8.724471092224121,0.2
0.017731189727783203,-8.810662269592285,0.2
0.01993560791015625,-8.724471092224121,0.2
0.02213311195373535,-8.858546257019043,0.2
0.024329662322998047,-8.858546257019043,0.2
0.026547670364379883,-8.724471092224121,0.2
0.02875804901123047,-8.877699851989746,0.2
0.03101325035095215,-8.695740699768066,0.2
0.033254384994506836,-8.89685344696045,0.2
0.03544878959655762,-8.791508674621582,0.2
0.03761649131774902,-8.705317497253418,0.2
0.03977489471435547,-8.810662269592285,0.2
0.041925907135009766,-8.724471092224121,0.2
0.044086456298828125,-8.647856712341309,0.2
0.046303510665893555,-8.724471092224121,0.2
0.04847526550292969,-8.877699851989746,0.2
0.05063986778259277,-8.724471092224121,0.2
0.052812814712524414,-8.848969459533691,0.2
0.05498838424682617,-8.801085472106934,0.2
0.057172536849975586,-8.71489429473877,0.2
0.059423208236694336,-8.801085472106934,0.2
0.06161928176879883,-8.829815864562988,0.2
0.06380820274353027,-8.638279914855957,0.2
0.06599164009094238,-8.829815864562988,0.2
0.0681753158569336,-8.868123054504395,0.2
0.07036185264587402,-8.829815864562988,0.2
0.07256174087524414,-8.848969459533691,0.2
0.07475519180297852,-8.667010307312012,0.2
0.07690930366516113,-9.002198219299316,0.2
0.0790410041809082,-8.753201484680176,0.2
0.08116722106933594,-8.801085472106934,0.2
0.08332180976867676,-8.5903959274292,0.2
0.08545947074890137,-8.954314231872559,0.2
0.08764910697937012,-8.791508674621582,0.2
0.08984255790710449,-8.78193187713623,0.2
0.09203314781188965,-8.848969459533691,0.2
0.09421730041503906,-8.71489429473877,0.2
0.09643840789794922,-8.877699851989746,0.2
0.09867286682128906,-8.89685344696045,0.2
0.10082364082336426,-8.71489429473877,0.2
0.10295295715332031,-8.609549522399902,0.2
0.10512185096740723,-9.011775016784668,0.2
0.10726213455200195,-8.762778282165527,0.2
0.1094670295715332,-8.810662269592285,0.2
0.11165332794189453,-8.801085472106934,0.2
0.11383962631225586,-8.734047889709473,0.2
0.11602401733398438,-8.9064302444458,0.2
0.11820411682128906,-8.829815864562988,0.2
0.12038946151733398,-8.772355079650879,0.2
0.12257075309753418,-8.887276649475098,0.2
0.12470388412475586,-8.973467826843262,0.2
0.12682390213012695,-8.676587104797363,0.2
0.12898015975952148,-8.877699851989746,0.2
0.13111066818237305,-8.772355079650879,0.2
0.13329195976257324,-8.772355079650879,0.2
0.13547062873840332,-8.925583839416504,0.2
0.1376488208770752,-8.820239067077637,0.2
0.13982796669006348,-8.877699851989746,0.2
0.14200854301452637,-8.848969459533691,0.2
0.14420533180236816,-8.695740699768066,0.2
0.14635705947875977,-8.810662269592285,0.2
0.14849352836608887,-8.916007041931152,0.2
0.15062379837036133,-8.753201484680176,0.2
0.15277862548828125,-8.83939266204834,0.2
0.15491008758544922,-8.772355079650879,0.2
