timestamp,d3_pos,d3_real
0.015743255615234375,0.39,0.3778409063925
0.03180503845214844,0.39,0.3778409063925
0.04772305488586426,0.39,0.3778409063925
0.06369256973266602,0.39,0.3778409063925
0.0797121524810791,0.39,0.3778409063925
0.09572649002075195,0.39,0.3778409063925
0.1117246150970459,0.39,0.3778409063925
0.1277921199798584,0.39,0.3778409063925
0.1437673568725586,0.39,0.3778409063925
0.1597449779510498,0.39,0.3778409063925
0.1757504940032959,0.39,0.3778409063925
0.19172382354736328,0.39,0.3778409063925
0.20777440071105957,0.39,0.3778409063925
0.2237398624420166,0.39,0.3778409063925
0.23974227905273438,0.39,0.3778409063925
0.2557520866394043,0.39,0.3778409063925
0.2717137336730957,0.39,0.3778409063925
0.28771495819091797,0.39,0.3778409063925
0.3037526607513428,0.39,0.3778409063925
0.31970930099487305,0.39,0.3778409063925
0.33572840690612793,0.39,0.3778409063925
0.35172152519226074,0.39,0.3778409063925
0.3677330017089844,0.39,0.3778409063925
0.38370418548583984,0.39,0.3778409063925
0.3997461795806885,0.39,0.3778409063925
0.4157564640045166,0.39,0.3778409063925
0.43172764778137207,0.39,0.3778409063925
0.4477114677429199,0.39,0.3778409063925
0.463747501373291,0.39,0.3778409063925
0.4797017574310303,0.39,0.3778409063925
0.49570345878601074,0.39,0.3778409063925
0.511735200881958,0.39,0.3778409063925
0.5277113914489746,0.39,0.3778409063925
0.5437331199645996,0.39,0.3778409063925
0.5597419738769531,0.39,0.3778409063925
0.5757296085357666,0.39,0.3778409063925
0.5917370319366455,0.39,0.3778409063925
0.6077396869659424,0.39,0.3778409063925
0.6237263679504395,0.39,0.3778409063925
0.639707088470459,0.39,0.3778409063925
0.6557624340057373,0.39,0.3778409063925
0.6717052459716797,0.39,0.3778409063925
0.6877121925354004,0.39,0.3778409063925
0.7036914825439453,0.39,0.3778409063925
0.7197115421295166,0.39,0.3778409063925
0.7357280254364014,0.39,0.3778409063925
0.7517285346984863,0.39,0.3778409063925
0.7677631378173828,0.39,0.3778409063925
0.7837300300598145,0.39,0.3778409063925
0.7998437881469727,0.39,0.3778409063925
0.8158392906188965,0.39,0.3778409063925
0.8317010402679443,0.39,0.3778409063925
0.8477034568786621,0.39,0.3778409063925
0.8637044429779053,0.39,0.3778409063925
