-1.496932339634689801e-01,4.813553713449306853e-02,-2.760713499751725197e-01
-1.493742949100813899e-01,4.395490888330053081e-02,-2.776739315161040889e-01
-1.493306664793187799e-01,4.052038978314314449e-02,-2.778434464375433288e-01
-1.491430927168627962e-01,3.718342595075847107e-02,-2.780744642154290291e-01
-1.493609624746503328e-01,3.367274656282784329e-02,-2.782027718583924836e-01
-1.490723021229882206e-01,3.102956622614589169e-02,-2.784362749159979278e-01
-1.492831800683829535e-01,2.752641507386240777e-02,-2.783370004305292800e-01
-1.492648478709141524e-01,2.533360548246373078e-02,-2.782427554220678334e-01
-1.492612108939397331e-01,2.231827193314989133e-02,-2.783412709429235465e-01
-1.493903050488402939e-01,1.999905954380687412e-02,-2.784143734377187429e-01
-1.490633018151206468e-01,1.756123540023400362e-02,-2.783598625143605676e-01
-1.492583387360043590e-01,1.515799083131110468e-02,-2.784331423437272912e-01
-1.491712783795151875e-01,1.278183918283919140e-02,-2.783896039082464080e-01
-1.489337105398733652e-01,1.059380926761103146e-02,-2.784412421127060444e-01
-1.491269139275848143e-01,8.530701951456352850e-03,-2.784303903555456761e-01
-1.491015455572908266e-01,5.986443254638189153e-03,-2.783053674945669131e-01
-1.490621889757881846e-01,4.016544850615240934e-03,-2.783619272282580881e-01
-1.489233649170017826e-01,1.824640800780326583e-03,-2.782311915863975860e-01
-1.489835653207281785e-01,-2.591981896815945762e-04,-2.783038682397428465e-01
-1.488668987426143564e-01,-2.355605412785008630e-03,-2.781689793213525941e-01
-1.486790357012734709e-01,-4.475153526063280554e-03,-2.781944325882838576e-01
-1.488531421693114476e-01,-6.588626001508040425e-03,-2.781740630539100145e-01
-1.489333860398070752e-01,-8.798597674846852026e-03,-2.780945127749658852e-01
-1.487236794542313723e-01,-1.095907149991855525e-02,-2.780802530489713820e-01
-1.489610111121639213e-01,-1.328899876235907669e-02,-2.780485235306043301e-01
-1.491224552034842166e-01,-1.555256241055484948e-02,-2.778958655398894861e-01
-1.489244546240596490e-01,-1.759552200924095408e-02,-2.779709398685104027e-01
-1.494237226191253431e-01,-2.011581245524457842e-02,-2.780633046675277664e-01
-1.493589838397837155e-01,-2.237476414301010907e-02,-2.779074876392199633e-01
-1.491218375206377900e-01,-2.553498704658967514e-02,-2.778765533593089976e-01
-1.494770191912940527e-01,-2.788067413380954443e-02,-2.778926075015291097e-01
-1.495728231479227510e-01,-3.012175078457592775e-02,-2.780183831662099703e-01
-1.499810255448923713e-01,-3.245184277109367660e-02,-2.780154513365191704e-01
-1.497771893881386929e-01,-3.589944341275727591e-02,-2.780972488512575835e-01
-1.505765352237206367e-01,-3.834436958629697939e-02,-2.778691148521828524e-01
-1.505697984094369613e-01,-4.200524625399532086e-02,-2.778819215033609957e-01
-1.509509523271741205e-01,-4.532301279599763866e-02,-2.779636555043049073e-01
-1.514032381926862791e-01,-4.851996947108270369e-02,-2.778761676859378138e-01
-1.538515629223221326e-01,-5.048656721463713054e-02,-2.777022855442445870e-01
-1.568697755873075805e-01,-5.092578272204594664e-02,-2.777048370716235226e-01
-1.600408958121343483e-01,-5.136292334247920255e-02,-2.780327255122314600e-01
-1.632379086659530854e-01,-5.167704442661308351e-02,-2.777729613698912692e-01
-1.660637048056859411e-01,-5.185686239036910172e-02,-2.776341096364470240e-01
-1.690397682247473665e-01,-5.209392621414632440e-02,-2.781442393478708031e-01
-1.717916777109678717e-01,-5.210246035785403435e-02,-2.788583884194658080e-01
-1.744588007725833556e-01,-5.228676209592563601e-02,-2.788842110292832910e-01
-1.771418495136098392e-01,-5.241066210252881552e-02,-2.786782947180283521e-01
-1.797662062830351071e-01,-5.201771668033083190e-02,-2.788641427483879442e-01
-1.822469994395602699e-01,-5.150181863296246498e-02,-2.786311382184080698e-01
-1.848935160502534758e-01,-5.102231850403430441e-02,-2.785453821090265181e-01
-1.870636035104959460e-01,-5.077604817909084356e-02,-2.782592241160887769e-01
-1.893542735670492305e-01,-5.101252041868283016e-02,-2.769312680342603805e-01
-1.914816380697076936e-01,-5.117369679781024611e-02,-2.767050178991398157e-01
-1.934771708577604776e-01,-5.144143753887471526e-02,-2.762666277296433881e-01
-1.956352711430132119e-01,-5.171671772395884659e-02,-2.761359853229603534e-01
-1.977801985805579532e-01,-5.200312479869385884e-02,-2.750028757868696605e-01
-2.000183660949449160e-01,-5.235385518066815180e-02,-2.744207009535511999e-01
-2.021463023070000364e-01,-5.243350832952027585e-02,-2.746847262623140495e-01
-2.042347688866966438e-01,-5.223547172520699028e-02,-2.765956949224715467e-01
-2.064578955487186562e-01,-5.239498453770221470e-02,-2.777611905168004269e-01
-2.085133873911025337e-01,-5.226403634313998847e-02,-2.784513007067824786e-01
-2.108543699393402304e-01,-5.257115348054439835e-02,-2.791207804107398993e-01
-2.132014992221897276e-01,-5.306719372942637902e-02,-2.797165393610153150e-01
-2.155068324545964809e-01,-5.322135502520459333e-02,-2.798164337073853480e-01
-2.179136352003676336e-01,-5.331075787470501010e-02,-2.799061322635099103e-01
-2.204133521666515050e-01,-5.360476101065775323e-02,-2.797148341798717519e-01
-2.234575867150609407e-01,-5.426450214551338525e-02,-2.804548825228784237e-01
-2.260357867701249801e-01,-5.405437256598196599e-02,-2.809320287724693110e-01
-2.291892289852220932e-01,-5.491306650990133292e-02,-2.807721380152865542e-01
-2.326440571627663156e-01,-5.538782737203698514e-02,-2.812615712736621365e-01
-2.355190211996283922e-01,-5.483344767188248758e-02,-2.818937809339187583e-01
-2.385346107239215974e-01,-5.431895950117657940e-02,-2.822311421233854034e-01
-2.423586332917670727e-01,-5.452994392082149283e-02,-2.816135026682962117e-01
-2.451120215314046280e-01,-5.379392476960034863e-02,-2.813483337130223139e-01
-2.489789557548646171e-01,-5.324527281505984228e-02,-2.802067055711441323e-01
-2.499390834487437707e-01,-5.031233470855606821e-02,-2.801631950081699407e-01
-2.501301918017113102e-01,-4.649617253032727743e-02,-2.802300089763127278e-01
-2.500069969655805413e-01,-4.235729022877615657e-02,-2.803658586929071439e-01
-2.496713270246970484e-01,-3.912668765094249462e-02,-2.801337207763754944e-01
-2.501327097245957809e-01,-3.585103828997334569e-02,-2.799323951635302454e-01
-2.499927854557744134e-01,-3.295909530639574286e-02,-2.798572330735137337e-01
-2.500972296904572234e-01,-3.029443400212630116e-02,-2.799199148898748879e-01
-2.501728044353162539e-01,-2.762449244700423620e-02,-2.797359553177075076e-01
-2.500450796511001772e-01,-2.485285266701146162e-02,-2.797505867036442218e-01
-2.504687329076484281e-01,-2.245645405889672500e-02,-2.796476599967527843e-01
-2.501633269467517517e-01,-1.984660365603614640e-02,-2.796503913908604533e-01
-2.502748849503283468e-01,-1.760398715953652091e-02,-2.795312639313516367e-01
-2.502185637282723363e-01,-1.512461544440237525e-02,-2.796364841224456832e-01
-2.501619858491975212e-01,-1.291196243479172598e-02,-2.796706926027295315e-01
-2.501536852994670213e-01,-1.079917539147625706e-02,-2.795085383246883604e-01
-2.502112479000240253e-01,-8.776275718629425113e-03,-2.794480622427541472e-01
-2.499803958522796021e-01,-6.349687821656979994e-03,-2.794866102325486157e-01
-2.498843318059150165e-01,-4.351477463098905873e-03,-2.793807483151985460e-01
-2.498435834735877326e-01,-2.292476079695265033e-03,-2.792787154231155533e-01
-2.496187893214366904e-01,-7.191142929533771871e-05,-2.793291759628988014e-01
-2.496098368772554366e-01,1.975264326641320341e-03,-2.785729541232574991e-01
-2.497375827330358400e-01,4.365604800405151371e-03,-2.787635551531116307e-01
-2.492323740170182822e-01,6.395209699404711019e-03,-2.786297808291465783e-01
-2.494908095750745236e-01,8.205835191345208640e-03,-2.784102645759609085e-01
