x,y,z
-7.431228167573196430e-02,3.419519318179903289e-02,-1.531794162470035137e-01
-7.572765917543085312e-02,3.523628745374290938e-02,-1.538012881311652813e-01
-7.721557591319357094e-02,3.618592762010580666e-02,-1.543885575523450682e-01
-7.875343045311429535e-02,3.714154183113921315e-02,-1.548426739429797083e-01
-8.024328360000150540e-02,3.795669643426174966e-02,-1.553486550391359189e-01
-8.161901801345657070e-02,3.859308363470154157e-02,-1.559850433885134613e-01
-8.317201680977999445e-02,3.927670958090528908e-02,-1.566784342104648176e-01
-8.475341156899791895e-02,3.980579181158200308e-02,-1.571177790493106519e-01
-8.609392580309500886e-02,4.011794298496079714e-02,-1.576332465446962094e-01
-8.740893228284392358e-02,4.051030763634516640e-02,-1.584490345691466351e-01
-8.870773963093232795e-02,4.094345404990656911e-02,-1.591703653778431538e-01
-9.008075312589299000e-02,4.124073321886362331e-02,-1.597707817792216878e-01
-9.137778354324462005e-02,4.145627166289417298e-02,-1.604737511449663978e-01
-9.270529551682966940e-02,4.174375841261929176e-02,-1.612830004708013520e-01
-9.407592359153689465e-02,4.194069924900573065e-02,-1.620765646012573835e-01
-9.521593660599576847e-02,4.215782867415734936e-02,-1.628459019027239663e-01
-9.656957120089178226e-02,4.232161742351975287e-02,-1.636961922514343637e-01
-9.786986320335740175e-02,4.245989055771209886e-02,-1.645598151274323961e-01
-9.921888868414537044e-02,4.255494846069401982e-02,-1.653105955430851093e-01
-1.004909397251910336e-01,4.261124298792934306e-02,-1.660327121116763061e-01
-1.016412350902598655e-01,4.263924715107775265e-02,-1.669608570487966515e-01
-1.030569699553347124e-01,4.252998334788143930e-02,-1.676970095527623994e-01
-1.042724533309149076e-01,4.230931743435656367e-02,-1.685060011842514915e-01
-1.054608467857423709e-01,4.213303777721671972e-02,-1.693788615504556450e-01
-1.066453203212728990e-01,4.184623277238946892e-02,-1.702064080654838440e-01
-1.077540567431847923e-01,4.149117744905700400e-02,-1.710010617052580562e-01
-1.086599725573282466e-01,4.118180852597147501e-02,-1.719654622875094463e-01
-1.096136960916028330e-01,4.085077479102322551e-02,-1.728436858963801337e-01
-1.107447613890055332e-01,4.045369314127095217e-02,-1.737234490552355126e-01
-1.117103502490853356e-01,4.004064941747481621e-02,-1.747093849046794378e-01
-1.126470147649298453e-01,3.969258082589904868e-02,-1.756963068027815600e-01
-1.137407593669463451e-01,3.925953854426827982e-02,-1.765162529279444004e-01
-1.147118793469029258e-01,3.872906305625006818e-02,-1.774802123153358946e-01
-1.156944699621169220e-01,3.825173596506120655e-02,-1.784056778016561984e-01
-1.166590165039320254e-01,3.776992078049717927e-02,-1.793326809727168458e-01
-1.175792308750686771e-01,3.724368715570230970e-02,-1.802454400971474358e-01
-1.184443936536034442e-01,3.659508302012609571e-02,-1.811418916616635844e-01
-1.194974988265254529e-01,3.580152660908725304e-02,-1.820198215638482442e-01
