x,y,z
-1.318238714236552034e-01,-6.690180207301221760e-02,-1.959296068936050850e-01
-1.332139199308526867e-01,-6.741112836298335242e-02,-1.939171467629616508e-01
-1.322252302687957903e-01,-6.785336207531245112e-02,-1.937084201998434951e-01
-1.311072661196562295e-01,-6.824144214772520645e-02,-1.936907128351149088e-01
-1.308226789556672376e-01,-6.859320835024818042e-02,-1.931860531435132255e-01
-1.295672604020223773e-01,-6.859137291763250932e-02,-1.933259608944280783e-01
-1.292738439776101589e-01,-6.830919350788200450e-02,-1.932981701323719936e-01
-1.282978636864828270e-01,-6.833580267906758099e-02,-1.931667464783395627e-01
-1.271989794179101407e-01,-6.855304050880051125e-02,-1.927610864159353399e-01
-1.262548743109645488e-01,-6.872991879384937608e-02,-1.924682677048084600e-01
-1.253942639184382202e-01,-6.964629019126278298e-02,-1.917602898695581481e-01
-1.246992523654499446e-01,-6.923371433049585466e-02,-1.918562322278594412e-01
-1.238250012334663058e-01,-6.986061322127057327e-02,-1.913967027487628869e-01
-1.227873799841360664e-01,-6.970514556267304318e-02,-1.915924951440479973e-01
-1.216897002188351978e-01,-6.968082271172015840e-02,-1.916286461935606256e-01
-1.207832474842749498e-01,-6.970428375635961959e-02,-1.915328201911714601e-01
-1.200580587217289358e-01,-6.976644208504378941e-02,-1.910569135781375050e-01
-1.193787602760090910e-01,-6.978610565083898098e-02,-1.906470688307836669e-01
-1.185846058810719611e-01,-6.976876284855937360e-02,-1.905087679707155035e-01
-1.176712161017689634e-01,-6.989608662644475334e-02,-1.903140180755026056e-01
-1.168914839231452313e-01,-6.977745043062466568e-02,-1.902079287383236783e-01
-1.163368385172152825e-01,-7.005811991153809704e-02,-1.899563867528457350e-01
-1.155419288497177982e-01,-7.026769175281366575e-02,-1.896824011361328555e-01
-1.146622362461026251e-01,-7.036244392513080204e-02,-1.895523827641831249e-01
-1.135422045677363517e-01,-6.986976148800938535e-02,-1.897974612468130429e-01
-1.125187147127532789e-01,-7.003156345870931165e-02,-1.895410694663367257e-01
-1.116608643518790661e-01,-7.001615329198707105e-02,-1.892731719197908447e-01
-1.108105808303971179e-01,-7.020283666686666368e-02,-1.887111913139450925e-01
-1.100978644316081417e-01,-7.000982896722984794e-02,-1.883398371468522348e-01
-1.092971363296001558e-01,-6.987342290951048529e-02,-1.880827464508973146e-01
-1.085190666791870789e-01,-6.962207968789091428e-02,-1.879610981725976238e-01
-1.077290221525292885e-01,-6.966984529091491130e-02,-1.876229495147474502e-01
-1.070901355494326829e-01,-6.956801342972263047e-02,-1.873873252787837396e-01
-1.062715143344102192e-01,-6.931507323413221844e-02,-1.873266270840588388e-01
-1.054394907819152377e-01,-6.928332311062768145e-02,-1.871906233736190528e-01
-1.046727636008791956e-01,-6.923782107703069233e-02,-1.869393645026051487e-01
-1.037967161649974296e-01,-6.900121776673995289e-02,-1.867166011765944433e-01
-1.029101518465069948e-01,-6.887859601800550013e-02,-1.864496038651564380e-01
-1.021808169892389345e-01,-6.866752753067573156e-02,-1.861945808592540830e-01
-1.013325877533559766e-01,-6.859081871620820170e-02,-1.859644556771594404e-01
-1.004086191812303269e-01,-6.847522805316430539e-02,-1.857362568302513284e-01
