t,accel_x,accel_y,accel_z
0.17905068397521973,-8.40843677520752,-2.940079689025879,-0.15322890877723694
0.18028640747070312,-8.609549522399902,-2.853888511657715,-0.9002198576927185
0.1824665069580078,-8.418013572692871,-2.892195701599121,-0.40222588181495667
0.18464875221252441,-8.638279914855957,-2.9496564865112305,-0.7182605266571045
0.18574309349060059,-8.513781547546387,-2.9305028915405273,-0.28730419278144836
0.18791532516479492,-8.494627952575684,-2.920926094055176,-0.7852981686592102
0.19005584716796875,-8.59997272491455,-2.8826189041137695,-0.6129156351089478
0.1921989917755127,-8.494627952575684,-2.892195701599121,-0.5650315880775452
0.1943347454071045,-8.552088737487793,-2.9017724990844727,-0.43095630407333374
0.19541406631469727,-8.504204750061035,-2.9975404739379883,-0.8044517636299133
0.19759035110473633,-8.686163902282715,-2.853888511657715,-0.4405331015586853
0.19976067543029785,-8.379706382751465,-2.920926094055176,-0.5650315880775452
0.20192646980285645,-8.705317497253418,-2.9496564865112305,-0.7086837291717529
0.20413422584533691,-8.485051155090332,-2.920926094055176,-0.38307225704193115
0.20630145072937012,-8.609549522399902,-2.9017724990844727,-0.7757213711738586
0.20741009712219238,-8.389283180236816,-2.9017724990844727,-0.4213795065879822
0.209794282913208,-8.59997272491455,-2.9305028915405273,-0.6224924325942993
0.21195149421691895,-8.542511940002441,-2.806004285812378,-0.5267243981361389
0.2130286693572998,-8.465897560119629,-2.9975404739379883,-0.6607996821403503
0.2151806354522705,-8.485051155090332,-2.7964274883270264,-0.38307225704193115
0.21732616424560547,-8.65743350982666,-2.9305028915405273,-0.6129156351089478
0.21953511238098145,-8.504204750061035,-2.892195701599121,-0.545877993106842
0.2217254638671875,-8.437167167663574,-2.9688100814819336,-0.727837324142456
0.22282028198242188,-8.628703117370605,-2.806004285812378,-0.363918662071228
0.22499942779541016,-8.552088737487793,-2.959233283996582,-0.6033388376235962
0.22722816467285156,-8.446743965148926,-2.9305028915405273,-0.7852981686592102
0.22941970825195312,-8.504204750061035,-3.026270866394043,-0.40222588181495667
0.23159551620483398,-8.59997272491455,-2.8347349166870117,-0.3926490843296051
0.23269224166870117,-8.485051155090332,-2.892195701599121,-0.7469909191131592
0.23485112190246582,-8.456320762634277,-2.892195701599121,-0.727837324142456
0.23698949813842773,-8.59997272491455,-2.920926094055176,-0.26815059781074524
0.23913240432739258,-8.638279914855957,-2.8443117141723633,-0.5650315880775452
0.24126791954040527,-8.47547435760498,-3.00711727142334,-0.7469909191131592
0.24236750602722168,-8.40843677520752,-2.786850690841675,-0.7086837291717529
0.24453425407409668,-8.667010307312012,-2.911349296569824,-0.3447650372982025
0.24669408798217773,-8.494627952575684,-2.8155810832977295,-0.5650315880775452
0.2488555908203125,-8.504204750061035,-3.064578056335449,-0.9289502501487732
0.25105738639831543,-8.40843677520752,-2.7676970958709717,-0.23942017555236816
0.2532365322113037,-8.743624687194824,-2.9496564865112305,-0.4596867263317108
0.25434350967407227,-8.322244644165039,-2.8347349166870117,-0.689530074596405
0.2565286159515381,-8.647856712341309,-3.0166940689086914,-0.8140285611152649
0.2586855888366699,-8.465897560119629,-2.719813108444214,-0.05746084079146385
0.2608325481414795,-8.638279914855957,-2.978386878967285,-0.7086837291717529
0.2629983425140381,-8.427590370178223,-2.8155810832977295,-0.7469909191131592
0.264082670211792,-8.513781547546387,-2.9305028915405273,-0.6416460275650024
0.2662315368652344,-8.552088737487793,-2.873042106628418,-0.17238251864910126
0.26839113235473633,-8.561665534973145,-3.026270866394043,-0.6703764796257019
0.2708272933959961,-8.398859977722168,-2.82515811920166,-0.7565677165985107
0.27195119857788086,-8.571242332458496,-2.911349296569824,-0.5554547905921936
0.27413487434387207,-8.523358345031738,-2.8347349166870117,-0.33518823981285095
0.27631497383117676,-8.523358345031738,-2.9496564865112305,-0.8523358106613159
0.278489351272583,-8.485051155090332,-2.892195701599121,-0.6320692300796509
0.2806544303894043,-8.580819129943848,-2.8826189041137695,-0.49799394607543945
0.28174924850463867,-8.456320762634277,-2.9017724990844727,-0.40222588181495667
0.2839038372039795,-8.580819129943848,-2.9017724990844727,-0.9097966551780701
0.28607845306396484,-8.35097599029541,-2.8826189041137695,-0.4596867263317108
0.28823351860046387,-8.734047889709473,-2.920926094055176,-0.6129156351089478
0.29042506217956543,-8.370129585266113,-2.911349296569824,-0.38307225704193115
0.2915313243865967,-8.638279914855957,-2.8634653091430664,-1.0821791887283325
0.29369521141052246,-8.389283180236816,-2.940079689025879,-0.20111294090747833
0.29585719108581543,-8.53293514251709,-2.8155810832977295,-0.6416460275650024
0.29802703857421875,-8.552088737487793,-2.9305028915405273,-0.43095630407333374
0.30019426345825195,-8.53293514251709,-2.82515811920166,-0.8619126081466675
0.3012881278991699,-8.446743965148926,-2.9496564865112305,-0.5363011956214905
0.30344343185424805,-8.504204750061035,-2.8347349166870117,-0.35434186458587646
0.30559206008911133,-8.667010307312012,-2.892195701599121,-0.5554547905921936
0.3077261447906494,-8.398859977722168,-2.892195701599121,-0.9097966551780701
0.3098564147949219,-8.542511940002441,-2.920926094055176,-0.43095630407333374
0.3119978904724121,-8.485051155090332,-2.8443117141723633,-0.38307225704193115
0.31307387351989746,-8.571242332458496,-2.920926094055176,-0.7948749661445618
0.3152503967285156,-8.418013572692871,-2.8826189041137695,-0.6991068720817566
0.317429780960083,-8.571242332458496,-2.8443117141723633,-0.5363011956214905
0.31960248947143555,-8.47547435760498,-2.9688100814819336,-0.3447650372982025
0.32177257537841797,-8.504204750061035,-2.892195701599121,-0.727837324142456
0.32286858558654785,-8.504204750061035,-2.8826189041137695,-0.5650315880775452
0.32503581047058105,-8.542511940002441,-2.8634653091430664,-0.545877993106842
0.3271963596343994,-8.398859977722168,-2.9305028915405273,-0.5171475410461426
0.3293421268463135,-8.485051155090332,-2.9305028915405273,-0.7182605266571045
0.3314831256866455,-8.724471092224121,-2.8826189041137695,-0.545877993106842
0.33362364768981934,-8.418013572692871,-2.8826189041137695,-0.5650315880775452
0.3346984386444092,-8.504204750061035,-2.959233283996582,-0.7182605266571045
0.33690977096557617,-8.465897560119629,-2.892195701599121,-0.4884171485900879
0.3391149044036865,-8.705317497253418,-2.8443117141723633,-0.6703764796257019
0.34137392044067383,-8.418013572692871,-2.9496564865112305,-0.5841852426528931
0.3424971103668213,-8.504204750061035,-2.920926094055176,-0.6129156351089478
0.3446824550628662,-8.427590370178223,-2.8634653091430664,-0.2585737705230713
0.34686756134033203,-8.65743350982666,-2.892195701599121,-0.8331822156906128
0.3491206169128418,-8.360552787780762,-2.873042106628418,-0.6512228846549988
0.35021209716796875,-8.571242332458496,-2.892195701599121,-0.6703764796257019
0.35239338874816895,-8.59997272491455,-2.892195701599121,-0.38307225704193115
0.35455775260925293,-8.418013572692871,-2.9017724990844727,-0.8044517636299133
0.35671401023864746,-8.53293514251709,-2.940079689025879,-0.7469909191131592
0.35887670516967773,-8.485051155090332,-2.8347349166870117,-0.33518823981285095
0.3610553741455078,-8.619126319885254,-2.892195701599121,-0.6703764796257019
0.36216211318969727,-8.283937454223633,-3.0166940689086914,-0.6512228846549988
0.36434149742126465,-8.695740699768066,-2.8826189041137695,-0.6129156351089478
0.3665168285369873,-8.389283180236816,-2.82515811920166,-0.3447650372982025
0.3687009811401367,-8.609549522399902,-2.9305028915405273,-0.9481038451194763
0.37087440490722656,-8.255207061767578,-2.911349296569824,-0.4213795065879822
0.3719766139984131,-8.762778282165527,-2.9305028915405273,-0.7182605266571045
0.3741288185119629,-8.456320762634277,-2.873042106628418,-0.19153612852096558
0.3762655258178711,-8.504204750061035,-2.940079689025879,-1.1875240802764893
0.37841129302978516,-8.370129585266113,-2.82515811920166,-0.2968810200691223
0.38056421279907227,-8.71489429473877,-2.9688100814819336,-0.507570743560791
0.3816707134246826,-8.370129585266113,-2.853888511657715,-0.5267243981361389
0.38386964797973633,-8.504204750061035,-3.00711727142334,-0.9097966551780701
0.3860507011413574,-8.580819129943848,-2.786850690841675,-0.2968810200691223
0.3882582187652588,-8.485051155090332,-2.978386878967285,-0.5746083855628967
0.39045000076293945,-8.456320762634277,-2.873042106628418,-0.6224924325942993
0.39171409606933594,-8.580819129943848,-2.9305028915405273,-0.6799532771110535
0.3939223289489746,-8.561665534973145,-2.8155810832977295,-0.40222588181495667
0.3961305618286133,-8.465897560119629,-3.064578056335449,-0.6799532771110535
0.39722681045532227,-8.437167167663574,-2.853888511657715,-0.5746083855628967
0.3993856906890869,-8.695740699768066,-2.892195701599121,-0.4692635238170624
0.4015533924102783,-8.398859977722168,-2.7964274883270264,-0.7086837291717529
0.40370821952819824,-8.53293514251709,-3.0550012588500977,-0.6512228846549988
