t,accel_x,accel_y,accel_z
0.17908811569213867,-8.437167167663574,-1.4939818382263184,-2.1547815799713135
0.18029141426086426,-8.925583839416504,-1.4269442558288574,-2.537853717803955
0.1813814640045166,-8.398859977722168,-1.4173674583435059,-2.0398597717285156
0.18355751037597656,-8.772355079650879,-1.5322890281677246,-2.5474305152893066
0.18571066856384277,-8.504204750061035,-1.4652514457702637,-2.0398597717285156
0.1878681182861328,-8.647856712341309,-1.4844050407409668,-2.499546527862549
0.19003653526306152,-8.5903959274292,-1.3886369466781616,-2.31758713722229
0.1911311149597168,-8.580819129943848,-1.5418659448623657,-2.365471363067627
0.19329428672790527,-8.868123054504395,-1.4460978507995605,-2.231395959854126
0.19545912742614746,-8.398859977722168,-1.522712230682373,-2.279279947280884
0.19762158393859863,-8.78193187713623,-1.3982137441635132,-2.403778553009033
0.19979119300842285,-8.40843677520752,-1.4460978507995605,-2.097320795059204
0.20197534561157227,-8.810662269592285,-1.4077905416488647,-2.604891538619995
0.20309686660766602,-8.494627952575684,-1.5131354331970215,-2.1930887699127197
0.20523762702941895,-8.916007041931152,-1.5610195398330688,-2.5091233253479004
0.20740056037902832,-8.360552787780762,-1.3982137441635132,-1.9249382019042969
0.20955729484558105,-8.686163902282715,-1.436521053314209,-2.6623523235321045
0.21064019203186035,-8.542511940002441,-1.4460978507995605,-2.164358377456665
0.2127997875213623,-8.695740699768066,-1.4844050407409668,-2.499546527862549
0.2149651050567627,-8.609549522399902,-1.4939818382263184,-2.0398597717285156
0.21712779998779297,-8.552088737487793,-1.4460978507995605,-2.3942017555236816
0.21929311752319336,-8.78193187713623,-1.4652514457702637,-2.279279947280884
0.22145581245422363,-8.418013572692871,-1.4269442558288574,-2.585737943649292
0.222550630569458,-8.647856712341309,-1.4748282432556152,-2.049436569213867
0.22473549842834473,-8.647856712341309,-1.4939818382263184,-2.31758713722229
0.22689127922058105,-8.686163902282715,-1.4939818382263184,-2.2026655673980713
0.22902941703796387,-8.580819129943848,-1.4173674583435059,-2.403778553009033
0.23119878768920898,-8.619126319885254,-1.455674648284912,-2.604891538619995
0.23227834701538086,-8.647856712341309,-1.5322890281677246,-1.9536685943603516
0.23443388938903809,-8.59997272491455,-1.4077905416488647,-2.2697031497955322
0.23659896850585938,-8.647856712341309,-1.5610195398330688,-2.279279947280884
0.23876333236694336,-8.638279914855957,-1.3886369466781616,-2.3080103397369385
0.24092602729797363,-8.609549522399902,-1.5418659448623657,-2.2601263523101807
0.24309587478637695,-8.513781547546387,-1.3694833517074585,-2.3367409706115723
0.244187593460083,-8.580819129943848,-1.5514427423477173,-2.011129379272461
0.24636054039001465,-8.753201484680176,-1.359906554222107,-2.4420857429504395
0.24854779243469238,-8.552088737487793,-1.5418659448623657,-2.365471363067627
0.25073790550231934,-8.743624687194824,-1.4460978507995605,-2.3367409706115723
0.2528994083404541,-8.504204750061035,-1.4077905416488647,-2.0590133666992188
0.2539496421813965,-8.743624687194824,-1.4748282432556152,-2.4420857429504395
0.25609278678894043,-8.609549522399902,-1.4748282432556152,-2.2218191623687744
0.2582378387451172,-8.619126319885254,-1.4269442558288574,-2.3558945655822754
0.2604191303253174,-8.71489429473877,-1.4748282432556152,-2.4229321479797363
0.2625906467437744,-8.494627952575684,-1.455674648284912,-2.0207061767578125
0.263688325881958,-8.724471092224121,-1.4460978507995605,-2.3558945655822754
0.26587486267089844,-8.494627952575684,-1.4844050407409668,-2.365471363067627
0.2680532932281494,-8.78193187713623,-1.4748282432556152,-2.279279947280884
0.2702324390411377,-8.513781547546387,-1.4460978507995605,-2.231395959854126
0.27238941192626953,-8.667010307312012,-1.455674648284912,-2.4803929328918457
0.2734661102294922,-8.542511940002441,-1.4460978507995605,-2.0590133666992188
0.2756063938140869,-8.753201484680176,-1.4748282432556152,-2.3558945655822754
0.2777442932128906,-8.561665534973145,-1.4269442558288574,-2.3080103397369385
0.27988123893737793,-8.65743350982666,-1.522712230682373,-2.4229321479797363
0.282062292098999,-8.724471092224121,-1.455674648284912,-2.126051187515259
0.28321075439453125,-8.647856712341309,-1.436521053314209,-2.4899697303771973
0.28542137145996094,-8.504204750061035,-1.4844050407409668,-2.0207061767578125
0.28760242462158203,-8.686163902282715,-1.4939818382263184,-2.432508945465088
0.2897682189941406,-8.705317497253418,-1.4939818382263184,-2.432508945465088
0.2919321060180664,-8.609549522399902,-1.4844050407409668,-2.1356279850006104
0.2940959930419922,-8.705317497253418,-1.4939818382263184,-2.31758713722229
0.2951943874359131,-8.446743965148926,-1.4652514457702637,-2.145204782485962
0.2973453998565674,-8.848969459533691,-1.455674648284912,-2.346317768096924
