t,accel_x,accel_y,accel_z
0.17922592163085938,-8.456320762634277,-1.3120225667953491,-2.2601263523101807
0.1803882122039795,-8.734047889709473,-1.5705963373184204,-2.3367409706115723
0.18149781227111816,-8.580819129943848,-1.3215993642807007,-2.5091233253479004
0.1836838722229004,-8.513781547546387,-1.5705963373184204,-2.4612393379211426
0.18590164184570312,-8.772355079650879,-1.5514427423477173,-2.2697031497955322
0.1881105899810791,-8.552088737487793,-1.436521053314209,-2.231395959854126
0.19029569625854492,-8.676587104797363,-1.580173134803772,-2.537853717803955
0.1914072036743164,-8.5903959274292,-1.3120225667953491,-2.3080103397369385
0.19356060028076172,-8.65743350982666,-1.50355863571167,-2.7293899059295654
0.1957542896270752,-8.523358345031738,-1.4748282432556152,-1.944091796875
0.19792771339416504,-8.83939266204834,-1.5322890281677246,-2.4229321479797363
0.19902753829956055,-8.47547435760498,-1.455674648284912,-2.250549554824829
0.2012042999267578,-8.676587104797363,-1.5418659448623657,-2.691082715988159
0.20339035987854004,-8.609549522399902,-1.436521053314209,-2.2697031497955322
0.20556068420410156,-8.628703117370605,-1.4269442558288574,-2.432508945465088
0.20774197578430176,-8.628703117370605,-1.5897499322891235,-2.212242364883423
0.20884060859680176,-8.609549522399902,-1.3982137441635132,-2.279279947280884
0.21105432510375977,-8.695740699768066,-1.4939818382263184,-2.4612393379211426
0.21323895454406738,-8.418013572692871,-1.3886369466781616,-2.365471363067627
0.21542787551879883,-8.743624687194824,-1.5131354331970215,-2.298433542251587
0.21653389930725098,-8.53293514251709,-1.4077905416488647,-2.0877439975738525
0.2187023162841797,-8.686163902282715,-1.5418659448623657,-2.4803929328918457
0.2209169864654541,-8.609549522399902,-1.436521053314209,-2.499546527862549
0.22310137748718262,-8.619126319885254,-1.4844050407409668,-2.365471363067627
0.22527146339416504,-8.667010307312012,-1.436521053314209,-2.212242364883423
0.22637701034545898,-8.609549522399902,-1.522712230682373,-2.5953147411346436
0.22854900360107422,-8.638279914855957,-1.4844050407409668,-2.097320795059204
0.2307147979736328,-8.609549522399902,-1.5131354331970215,-2.3558945655822754
0.2329099178314209,-8.724471092224121,-1.3982137441635132,-2.4420857429504395
0.23503446578979492,-8.580819129943848,-1.455674648284912,-2.604891538619995
0.2372124195098877,-8.676587104797363,-1.522712230682373,-2.1164743900299072
0.23832130432128906,-8.791508674621582,-1.4844050407409668,-2.470816135406494
0.24046659469604492,-8.370129585266113,-1.4748282432556152,-2.2026655673980713
0.24262738227844238,-8.78193187713623,-1.436521053314209,-2.63362193107605
0.244797945022583,-8.542511940002441,-1.4748282432556152,-2.3271639347076416
0.24697208404541016,-8.59997272491455,-1.4844050407409668,-2.1930887699127197
0.24806880950927734,-8.71489429473877,-1.50355863571167,-2.3271639347076416
0.2502303123474121,-8.427590370178223,-1.359906554222107,-2.4229321479797363
0.25240159034729004,-8.829815864562988,-1.5514427423477173,-2.470816135406494
0.2545769214630127,-8.40843677520752,-1.3503297567367554,-2.3080103397369385
0.2567574977874756,-8.858546257019043,-1.580173134803772,-2.4420857429504395
0.25786805152893066,-8.47547435760498,-1.436521053314209,-2.0015525817871094
0.2600395679473877,-8.695740699768066,-1.4748282432556152,-2.7102363109588623
0.26221561431884766,-8.53293514251709,-1.455674648284912,-2.1068975925445557
0.26438379287719727,-8.772355079650879,-1.5418659448623657,-2.499546527862549
0.26656675338745117,-8.552088737487793,-1.455674648284912,-2.126051187515259
0.26766514778137207,-8.686163902282715,-1.4460978507995605,-2.671929121017456
0.2698323726654053,-8.571242332458496,-1.4939818382263184,-2.0877439975738525
