timestamp,rigid_body_id,x,y,z,qx,qy,qz,qw
1752617342.8701706,10,-0.31112396717071533,0.6879218220710754,5.613028049468994,-0.00019795748812612146,0.0039094905368983746,-0.0001270095817744732,0.9999923706054688
1752617342.8702443,6,-0.6414031386375427,0.9181967973709106,5.332296848297119,0.15464068949222565,-0.1335270255804062,-0.8038731813430786,0.5586095452308655
1752617342.8770795,10,-0.3111136257648468,0.6879199743270874,5.613016605377197,-0.00022716207604389638,0.003914269618690014,-0.00013934534217696637,0.9999923706054688
1752617342.8771932,6,-0.6414028406143188,0.9182043075561523,5.332281112670898,0.15457989275455475,-0.13342773914337158,-0.8038933277130127,0.5586212873458862
1752617342.8851333,10,-0.311116099357605,0.6879175901412964,5.613025665283203,-0.0002091438800562173,0.003906720317900181,-0.0001406847732141614,0.9999923706054688
1752617342.885299,6,-0.6413981318473816,0.91819167137146,5.332292079925537,0.15460944175720215,-0.13348916172981262,-0.8038955926895142,0.5585950016975403
1752617342.8947432,10,-0.3111158013343811,0.6879021525382996,5.613020896911621,-0.00020080027752555907,0.003910563420504332,-0.0001513598981546238,0.9999923706054688
1752617342.8948984,6,-0.6414098143577576,0.9181919693946838,5.332278728485107,0.15456266701221466,-0.1333484798669815,-0.8039792776107788,0.5585212111473083
1752617342.9013665,10,-0.31111544370651245,0.687908947467804,5.613032341003418,-0.00021184880461078137,0.00390786025673151,-0.00013085146201774478,0.9999923706054688
1752617342.9015102,6,-0.6414101123809814,0.9181974530220032,5.332291603088379,0.15458576381206512,-0.13337081670761108,-0.803957998752594,0.5585399866104126
1752617342.9131236,10,-0.3110920786857605,0.687893807888031,5.6130170822143555,-0.0001904204546008259,0.003936805762350559,-0.00013539192150346935,0.9999922513961792
1752617342.9132593,6,-0.6414032578468323,0.9181937575340271,5.332290172576904,0.15456117689609528,-0.13339926302433014,-0.8039339780807495,0.5585746765136719
1752617342.9224727,10,-0.31110870838165283,0.6879029273986816,5.613022327423096,-0.0001927481935126707,0.003912918735295534,-0.00014493594062514603,0.9999923706054688
1752617342.9225845,6,-0.6414239406585693,0.9181820750236511,5.332287788391113,0.15449655055999756,-0.13341906666755676,-0.8040071129798889,0.5584825873374939
1752617342.9268508,10,-0.3111099600791931,0.6879099011421204,5.613026142120361,-0.00017968303291127086,0.003916573710739613,-0.0001283478195546195,0.9999923706054688
1752617342.9269526,6,-0.6414018273353577,0.9181918501853943,5.332274913787842,0.15460312366485596,-0.1334010362625122,-0.803936243057251,0.5585594177246094
1752617342.9345074,10,-0.3110894560813904,0.6878999471664429,5.6130218505859375,-0.0001830179535318166,0.00392385246232152,-0.00010578069486655295,0.9999922513961792
1752617342.934645,6,-0.6413973569869995,0.9181749224662781,5.3322906494140625,0.15459005534648895,-0.13349905610084534,-0.8039243221282959,0.5585567355155945
1752617342.9441562,10,-0.31111836433410645,0.6879262924194336,5.613035202026367,-0.00021211738931015134,0.003916843794286251,-0.00017003351240418851,0.9999923706054688
1752617342.944312,6,-0.6414097547531128,0.9181668758392334,5.332286357879639,0.15459482371807098,-0.13347098231315613,-0.8039878606796265,0.5584707260131836
1752617342.952084,10,-0.3111131191253662,0.6879040002822876,5.61302375793457,-0.00019765968318097293,0.003917918540537357,-0.00018708623247221112,0.9999923706054688
1752617342.9522152,6,-0.6413854360580444,0.9181762933731079,5.332291126251221,0.15462180972099304,-0.13343340158462524,-0.803904116153717,0.5585926175117493
1752617342.9630039,10,-0.3111186623573303,0.6879152059555054,5.61302375793457,-0.00022292943322099745,0.003913698252290487,-0.00014832636225037277,0.9999923706054688
1752617342.9631853,6,-0.6414210796356201,0.9181561470031738,5.332274436950684,0.15458166599273682,-0.13338012993335724,-0.804060161113739,0.5583918690681458
1752617342.9680064,10,-0.3111167550086975,0.6879048943519592,5.613020896911621,-0.00020405986288096756,0.003913493361324072,-0.00013764118193648756,0.9999923706054688
1752617342.9681323,6,-0.6413993239402771,0.9181575775146484,5.332281112670898,0.15464583039283752,-0.13344797492027283,-0.8039553165435791,0.5585089325904846
1752617342.9783647,10,-0.3111172318458557,0.6879024505615234,5.613031387329102,-0.0001796563738025725,0.003914216998964548,-0.00014947127783671021,0.9999923706054688
1752617342.9785151,6,-0.6414059996604919,0.9181645512580872,5.332268714904785,0.1545969843864441,-0.13342824578285217,-0.803974986076355,0.5584987998008728
1752617342.9855106,10,-0.31108570098876953,0.687890350818634,5.61301851272583,-0.00016812652756925672,0.003938078414648771,-0.00012532591063063592,0.9999922513961792
1752617342.9856715,6,-0.6413798928260803,0.9181642532348633,5.332261085510254,0.15468242764472961,-0.1334688514471054,-0.803899884223938,0.5585736036300659
1752617342.993481,10,-0.31110066175460815,0.6879122853279114,5.613030910491943,-0.00020501458493527025,0.003911976702511311,-0.00010769246000563726,0.9999923706054688
1752617342.993639,6,-0.6414223909378052,0.9181588888168335,5.332281112670898,0.1544697880744934,-0.1339597851037979,-0.8039022088050842,0.5585114359855652
1752617343.0005193,10,-0.31111663579940796,0.6879215240478516,5.613030910491943,-0.0002157373819500208,0.003902182448655367,-9.853697702055797e-05,0.9999923706054688
1752617343.000633,6,-0.6414244771003723,0.9181796312332153,5.332276344299316,0.1544690877199173,-0.13401831686496735,-0.803873598575592,0.5585389137268066
1752617343.0126016,10,-0.31109362840652466,0.6878892779350281,5.6130194664001465,-0.00016304064774885774,0.0039252773858606815,-0.0001081742811948061,0.9999922513961792
